PLAYER,TEAM,OFFRTG,DEFRTG,NETRTG,AST%,ASTTO,ASTRAT,OREB%,DREB%,REB%,TORAT,EFG%,TS%,USG%,PACE,PIE,POSS
Karl-Anthony Towns,MIN,106.8,109.3,-2.5,10.8,0.88,10,9.2,24.2,16.9,11.4,55.5,59,24.3,97.06,15.4,5311
Frank Kaminsky,CHA,100.8,101.7,-0.9,9.5,1.69,13.2,3.8,15,9.4,7.8,47.4,51.3,16.6,97.74,9,3483
Raul Neto,UTA,103.2,99.9,3.3,19,1.6,23.8,1.2,7.1,4.2,14.9,50.7,53,17.2,92.26,7,2871
T.J. McConnell,PHI,98.4,106.5,-8.1,36,2.62,37.1,2.6,13.4,7.8,14.1,50.3,51.1,16.7,99.55,11.6,3328
D'Angelo Russell,LAL,98.4,110.1,-11.7,21.3,1.36,17.7,1.9,10.1,5.8,13.1,47.8,50.7,23.8,97.17,8.8,4568
Nikola Joki?,DEN,105.5,103.1,2.4,17.6,1.82,19.4,9.9,22.3,15.9,10.7,53.5,58.2,19.4,96.5,14.5,3488
Trey Lyles,UTA,101.6,103.3,-1.7,7.2,0.91,9.9,4.3,18,11.1,10.9,49.4,51.7,17.8,92.52,9,2665
Mario Hezonja,ORL,102.6,102.7,-0.1,11.3,1.12,16.8,1.9,10.8,6.2,15,51.3,54.1,16.6,98.46,6.5,2899
Justise Winslow,MIA,102.7,100.3,2.4,7.7,1.24,16.2,3.8,14,9.1,13,45.7,48.9,12.2,95.88,6.4,4461
Devin Booker,PHX,100.3,108.7,-8.4,16.2,1.25,15,1.2,7.5,4.3,12,48,53.5,22.8,99.76,7.4,4379
Jerian Grant,NYK,97.3,103.9,-6.5,23.6,2.03,25,1.7,9.1,5.4,12.3,42.2,47.9,18.5,96.59,8.2,2545
Stanley Johnson,DET,100.6,104.2,-3.6,11.3,1.04,13.5,3.1,14.7,8.6,13,42.8,46,19.1,98.1,6.4,3441
Kristaps Porzi??is,NYK,104.6,104.3,0.3,7.6,0.78,7.7,6.3,18.4,12.4,10,46.7,51.8,24.3,94.93,11.3,4048
Rashad Vaughn,MIL,99.1,107.2,-8.1,5.5,1.39,11.5,1.1,7.7,4.4,8.3,38.5,39.8,13,96.34,2.4,2017
Emmanuel Mudiay,DEN,104.7,107.9,-3.1,28.1,1.71,23.4,1.5,9.7,5.5,13.7,40.4,43.7,25,98.31,6.8,4242
Willie Cauley-Stein,SAC,105.6,106.8,-1.2,3.8,0.8,7.7,9.4,15,12.2,9.6,56.3,58.8,13.1,101.51,8.8,2965
Kelly Oubre Jr.,WAS,100.4,103,-2.6,2.9,0.38,4.7,3.5,15.5,9.5,12.3,48.6,50.7,16.6,102.42,5.1,1428
Larry Nance Jr.,LAL,101.4,104.8,-3.4,5.5,1.07,10.9,7.6,16.5,12,10.1,52.8,54.4,12.4,97.06,9,2556
Bobby Portis,CHI,100.4,108,-7.6,7.6,0.96,9.1,10.1,18.6,14.2,9.4,44.5,46.9,20.3,97.47,9.3,2234
Myles Turner,IND,99.2,101.6,-2.5,5,0.61,5.9,4.9,18.2,11.7,9.7,50.1,53.1,20.7,99.76,10.5,2842
Nemanja Bjelica,MIN,101.9,107.6,-5.7,11.5,1.74,21.1,4.7,15.6,10.1,12.1,57,59.4,12.3,98.3,7.3,2200
Cameron Payne,OKC,104.1,105.9,-1.8,24.1,2.45,24.5,1.2,10.8,5.9,10,47.5,49,19.9,98.26,8.9,1427
Jonathon Simmons,SAS,107.2,101,6.3,10.8,1.09,14.9,2.2,9.9,6.3,13.6,54.1,58.6,18.3,97.23,7.1,1642
Justin Anderson,DAL,100.7,99.3,1.4,7.1,1.21,11.4,2.6,16.7,9.6,9.4,46.9,52.2,15.2,99.06,9.4,1329
Boban Marjanovic,SAS,106.8,102.3,4.5,7.2,0.72,7.7,15.4,24.6,20.1,10.6,60.3,66.2,22,95.09,18.1,1010
Jahlil Okafor,PHI,92.7,108.4,-15.7,8.8,0.52,6.2,7.5,16,11.7,11.8,50.9,53.6,27.2,97.08,11.7,3223
Marcelo Huertas,LAL,102.9,101.1,1.7,32.7,2.28,36.4,2,8.2,5.1,16,45.7,48.8,16.1,95.94,8,1731
Josh Richardson,MIA,104.3,102.5,1.8,9.8,2.09,17.8,2,7.5,4.8,8.6,55,56.9,13.4,95.27,6.6,2197
Richaun Holmes,PHI,102.8,106.3,-3.6,7.3,1.03,10.3,8.5,10.4,9.4,10,53.2,56.4,17.1,101.33,8.2,1482
Norman Powell,TOR,108.9,104.2,4.8,10.2,1.47,14.2,2.3,12.9,7.8,9.6,50.2,54.1,17.4,94.78,8.7,1431
Joe Young,IND,97.8,102.1,-4.4,26.1,1.97,23.5,1.5,10.6,6.1,11.9,39.6,42.8,23.3,100,7.9,800
Montrezl Harrell,HOU,107.1,102.2,4.9,6.7,1,11.7,6.6,9.8,8.2,11.7,64.4,63.5,14.1,101.99,7.8,804
Terry Rozier,BOS,92.8,100.3,-7.5,19.9,1.95,22.3,6.2,11.8,8.8,11.4,30.2,32.6,16.8,101.06,4.4,657
Willie Reed,BKN,97.2,104.4,-7.2,3.9,0.63,5.4,11.3,17.4,14.3,8.7,57.1,57.9,17.5,98.06,11.4,861
Darrun Hilliard,DET,100.6,102.3,-1.7,11.7,1.42,13.8,1.3,10.3,5.7,9.7,46.9,51.1,19,96.87,7.3,778
Tyus Jones,MIN,98.6,109.3,-10.7,27.8,3.27,34.7,1.2,7.3,4.1,10.6,41,45,15.1,99.57,7.7,1184
RJ Hunter,BOS,90.3,94.5,-4.2,6.8,1.18,10.4,0.6,11.3,5.6,8.8,46.4,48,15,101.78,6.2,667
Lamar Patterson,ATL,106.3,102.1,4.2,13.4,1.7,25.7,1,12.2,6.5,15.1,42.5,46.8,12.3,100.4,3.7,825
Pat Connaughton,POR,88,93,-5,11.5,1,14.1,7.1,12.6,9.9,14.1,31.6,35.2,17.8,100.04,5.3,300
Salah Mejri,DAL,106.8,101.3,5.5,3.8,0.43,7.6,10.5,19,14.9,17.4,62.8,63.6,13.8,96.61,9.5,799
Cristiano Felicio,CHI,107.5,99.5,8,11.5,2,20.5,9.4,21.8,15.7,10.2,55.6,60.1,13.5,97.81,12.3,654
Anthony Brown,LAL,100.3,102.6,-2.3,4.8,1.27,11.2,1.4,10.1,5.5,8.9,38.9,42.7,10.9,96.98,3.7,1206
Rondae Hollis-Jefferson,BKN,98.9,102.1,-3.2,10,1.65,18.5,6.1,17.9,12,11.2,47.1,51.9,13.1,98.58,9.6,1254
Delon Wright,TOR,102.8,99.6,3.3,22.6,1.94,21.5,3.5,12,7.9,11.1,48.1,54,21.8,96.51,12.4,460
Jarell Martin,MEM,102,106.1,-4.1,6.5,0.79,8.5,9.1,13.1,11,10.7,46.6,53.4,17.9,96.69,7.1,761
Jarell Eddie,WAS,89.8,102.2,-12.4,5.8,5,6.7,1.2,13.4,7,1.3,42.3,46,19.1,105.15,8.8,325
Sasha Kaun,CLE,86.1,92.9,-6.8,5.2,0.43,9.7,12.1,13.7,12.9,22.6,52.9,52.7,11.9,101.64,7.5,208
Chris McCullough,BKN,101.1,115.8,-14.7,3.8,0.6,6.3,6.3,12.6,9.2,10.4,46.3,47,15.8,98.61,5.6,740
Jordan McRae,CLE,107,94.3,12.7,21.6,1.67,19.2,2.1,7.5,5,11.5,50,54.8,24.4,94.43,9.6,383
Aaron Harrison,CHA,94.7,98.1,-3.4,3.3,0.5,6.5,4.5,11.2,8,12.9,34.2,37.1,13.2,106.5,1.3,207
Axel Toupane,DEN,108.2,110.4,-2.2,6.8,2.5,15.3,2.8,7.6,5.3,6.1,45,49,12.2,96.42,2.9,612
Damien Inglis,MIL,85.7,99.4,-13.7,11.2,0.91,16.1,1.3,17.1,9.7,17.7,39.2,44.4,14.9,96.86,7.6,315
Christian Wood,PHI,94.7,107.7,-13,3.5,1.5,4.4,7.5,15.5,11.3,2.9,45.3,49,18.5,106.58,9.4,318
Jordan Mickey,BOS,94.1,88.3,5.8,3,1,3.6,9.1,11.1,10.1,3.6,36.4,39.8,19.3,100.32,7.2,119
Bryce Dejean-Jones,NOP,100,106.8,-6.8,7.6,1.36,14.3,2.5,15.7,8.4,10.5,49.3,50.5,14,96.41,7,559
Xavier Munford,MEM,105.5,110.7,-5.1,13.6,1.47,18.5,1.1,12.9,6.4,12.6,47.4,48.1,16.8,95.69,6.4,487
Luis Montero,POR,64.3,112,-47.8,6.7,0.25,3.8,0,10.8,4.8,15.4,28.9,33.7,25.5,95.35,-1,84
Tibor Pleiss,UTA,95.7,106.1,-10.4,4.3,0.25,5.6,8.7,11.8,10.3,22.2,44,46.4,18.6,96.25,-0.4,164
Edy Tavares,ATL,109.8,114.1,-4.3,5.5,0.6,9.7,11.5,0,0,16.1,57.9,55.5,16.7,102.08,7.1,153
Alan Williams,PHX,107.7,108.4,-0.7,9.6,0.83,12.2,16.5,34.8,24.7,14.6,41.7,48.1,19.4,109.17,11,156
Alex Stepheson,MEM,92.7,94.6,-2,5.3,0,5.9,17.6,10.8,14.7,0,33.3,34.1,16.6,99.46,3.8,150
Cliff Alexander,POR,83.5,103.9,-20.4,0,0,0,6.5,10.5,8.7,9.1,50,50,13.4,103.45,7.4,79
Briante Weber,MIA,97.9,119.2,-21.2,17.5,2.33,29.6,3.7,11.5,6.8,12.7,35.9,38,11.7,95.63,5.9,338
Branden Dawson,LAC,91.5,121.1,-29.5,0,0,0,9.1,0,0,0,40,46,7.8,96.45,3,59
Josh Huestis,OKC,108.1,103.5,4.6,0,0,0,3.8,13.8,9.1,17.6,58.3,50.9,13.5,98.21,4.2,111
Keith Appling,ORL,100,72.4,27.6,5.9,0.33,7.7,0,0,0,23.1,25,33.8,20,101.9,-6.3,56
Kevon Looney,GSW,100,146.8,-46.8,0,0,0,0,0,0,12.5,64.3,64.3,14,109.52,10.5,47
Coty Clarke,BOS,150,107.7,42.3,0,0,0,0,20,0,20,75,75,35.7,103.42,11.8,12
Sam Dekker,HOU,113.3,111.8,1.6,0,0,0,0,0,0,0,0,0,0,124.91,6.3,15
JJ O'Brien,UTA,71.4,120,-48.6,0,0,0,0,0,0,0,0,0,7.1,111.06,0,14
Thanasis Antetokounmpo,NYK,107.7,142.9,-35.2,0,0,0,0,0,0,0,75,75,28.6,103.68,14,13
Duje Dukan,SAC,86.5,101.9,-15.4,6.7,0,9.1,5.1,6.9,5.9,0,30,30,15.4,103,1.3,52
Rakeem Christmas,IND,107.7,184.6,-76.9,0,0,0,0,0,0,0,100,100,14.3,102.3,7.6,13
Buddy Hield,SAC,102,107.9,-5.8,10.1,1.2,11.9,1.8,12,7,9.9,52.3,54.1,20.9,98.76,8.4,3892
Jamal Murray,DEN,110.2,108,2.2,14.2,1.5,16.1,2.3,9.5,5.9,10.7,48.3,51.8,21.2,100.7,7.8,3700
Marquese Chriss,PHX,104.3,113.8,-9.5,5.1,0.56,6.8,5.2,14.8,9.8,12.3,50.6,52.9,19.4,102.46,6.3,3709
Dario Šari?,PHI,100.6,106.8,-6.2,14.5,0.99,13.1,5.1,18.3,11.7,13.2,46.8,50.8,24,101.06,10.3,4468
Domantas Sabonis,OKC,104.2,102.5,1.7,7.3,0.99,12.1,2.7,14.6,8.6,12.3,45.2,46.9,15.6,98.25,4.9,3320
Dorian Finney-Smith,DAL,103.2,105.5,-2.3,6.1,1.49,14.1,3.4,10.9,7.1,9.5,45.6,48.6,11.5,93.71,4.9,3184
Brandon Ingram,LAL,105.7,112.9,-7.2,10.5,1.43,15.7,2.5,11.4,6.8,10.9,44.2,47.4,16.6,99.79,5.5,4720
Jaylen Brown,BOS,101.8,106.2,-4.4,7.7,0.94,10.6,3.3,12.7,8.1,11.3,50.9,54,17.6,99.09,7.1,2768
Kris Dunn,MIN,105.5,108.9,-3.4,20,2.11,30.5,1.8,11.2,6.4,14.4,41.1,43.2,13.9,96.7,5.1,2666
Rodney McGruder,MIA,107.1,106.8,0.3,8.8,2.21,18.5,4.7,8.3,6.5,8.3,49.2,50.6,12.3,95.59,5.6,3912
Malcolm Brogdon,MIL,110.1,107.5,2.6,23.9,2.81,28.4,2.5,8.6,5.6,10.1,51.8,55.5,18.2,95.51,9.8,3938
Isaiah Whitehead,BKN,104,107,-3.1,17.3,1.35,21.5,1.9,8.4,5.3,15.9,44.5,48.7,18,101.74,5.2,3479
Malcolm Delaney,ATL,101.9,100.5,1.4,24.1,2.03,27,0.8,9,4.8,13.3,40.7,45.6,18.1,98.55,6.4,2559
Andrew Harrison,MEM,102.8,102.9,0,20.9,2.33,27,1.5,7.9,4.6,11.6,38.5,47.7,16.2,94.35,5.3,2885
Willy Hernangomez,NYK,106.4,107.6,-1.1,11.6,0.96,13.4,12.3,23.7,18.1,14,53.3,56.4,19.9,98.36,13.3,2703
Patrick McCaw,GSW,103,105,-2,9.9,2.14,20.5,1.9,6.9,4.4,9.6,51.6,54,11.6,102.62,5.6,2297
Timothe Luwawu-Cabarrot,PHI,101.4,103.4,-2,9.3,1.03,13.3,2.1,10,6.1,12.9,47.1,53.6,17.5,101.78,5.3,2520
Alex Abrines,OKC,107.2,107.8,-0.6,5.5,1.21,9.3,1.6,6.6,4,7.6,53.1,56,15.3,100.76,5.2,2222
Mindaugas Kuzminskas,NYK,105.6,105.4,0.2,10.2,1.35,13.3,4.4,7.5,5.9,9.8,50.1,53.3,18.6,98.69,7.5,2086
Davis Bertans,SAS,104.8,99.2,5.6,8.4,1.44,14.2,2.7,9.3,6,9.8,58.8,60.9,14.8,98.7,7.7,1672
Semaj Christon,OKC,102.2,108.5,-6.3,19.3,3.02,31.7,1.9,7.3,4.5,10.5,37.2,38.7,12.3,97.02,4.2,1958
Juancho Hernangomez,DEN,107.9,110.1,-2.2,4.8,0.94,9.2,4.7,17.1,10.7,9.8,55.4,59.2,13.9,101.51,8.6,1783
Tyler Ulis,PHX,102.9,108.2,-5.3,29.7,2.94,29.3,1.6,6.3,3.9,10,44.5,47.4,19.9,102.97,9.5,2402
Taurean Prince,ATL,98,98.6,-0.6,9.1,0.9,12.4,2.4,12.5,7.5,13.8,45.8,51.3,16.8,99.75,7.4,2031
Caris LeVert,BKN,104.7,107.9,-3.2,13.2,1.86,18.6,1.8,12.4,7.1,10,52.8,55.6,16.1,104.53,8.6,2691
Denzel Valentine,CHI,104,104.8,-0.7,9.5,1.29,15.4,1.1,14.3,7.5,12,48.1,49.2,15.3,97.74,5.8,1987
Thon Maker,MIL,105,106.6,-1.6,6.9,1.35,9.5,7.5,14.5,10.9,7,53.6,55.8,18.1,94.13,7.2,1098
Tomas Satoransky,WAS,102.7,101.6,1.1,18.3,2.42,31.6,3.6,7.8,5.7,13.1,44.6,47.7,12.2,96.97,6.4,1451
Pascal Siakam,TOR,105.3,107.3,-2.1,2.8,0.52,6.3,7.7,14.8,11.2,12.2,50.5,52.3,12.9,97.08,6,1730
Jakob Poeltl,TOR,100.9,101,-0.1,3,0.41,6.6,11.8,15,13.3,15.9,58.3,58.9,11.7,96.43,5.7,1256
Nicolas Brussino,DAL,101.1,111.1,-9.9,14.4,1.81,21.1,4.8,14.8,9.4,11.7,47.2,49.8,14.8,96.44,7.2,1046
Ron Baker,NYK,104.2,106.5,-2.3,18.8,1.91,26.9,1.4,10,5.6,14.1,43.1,45.6,14.9,96.22,5.7,1710
Yogi Ferrell,DAL,103.7,107.8,-4.2,23.2,2.46,25.4,1.7,8.1,4.8,10.4,49.2,53.3,19.2,96.32,8.4,2394
Paul Zipser,CHI,104.2,102.4,1.7,6.2,0.9,11.4,1.7,12.5,7.1,12.7,47.3,50.3,14.3,97.21,5,1701
Dragan Bender,PHX,105.4,106.7,-1.3,5.7,0.72,10.5,3.9,13.5,8.7,14.5,44.1,44,14.5,100.03,3.3,1191
Kay Felder,CLE,98.4,104.9,-6.5,26.1,1.93,21.5,0.8,9.2,5.2,11.1,41.5,46.2,24.3,99.86,7.9,802
DeAndre' Bembry,ATL,99.5,103.3,-3.8,12.3,1.75,18.9,3.7,12,7.8,10.8,48.5,48.1,14.4,97.36,7.2,743
Dejounte Murray,SAS,100.2,100.5,-0.3,23.6,1.26,22.2,2,10.6,6.6,17.6,47,50.3,23,97.42,7.5,654
Ivica Zubac,LAL,103.1,113.7,-10.5,7.8,1,9.4,6.5,18.8,12.6,9.4,52.9,54.7,20.1,102.82,10,1305
Fred VanVleet,TOR,101.2,90.3,10.8,18,2.33,20.5,1.3,11.8,6.7,8.8,40.1,44.3,19.9,99.41,7.8,608
Bryn Forbes,SAS,92.1,101.7,-9.7,14.6,2.09,17,0.6,7.2,3.8,8.1,44.9,46.2,17.2,97.47,4.8,581
Deyonta Davis,MEM,95.8,102.2,-6.4,1.5,0.25,3.1,7.7,15.7,11.7,12.5,51.1,52.8,11.3,97.49,6,478
Jake Layman,POR,97.3,98.3,-0.9,7.2,1,9.2,2.2,6.5,4.4,9.2,36.5,40.4,18.6,100.33,2.5,522
Okaro White,MIA,109.8,102.3,7.5,6.1,1.17,15.4,5.3,12.4,8.8,13.2,44.8,50.7,10.6,96.42,5,945
Skal Labissiere,SAC,104.4,107.2,-2.8,7.1,0.73,8.5,8.6,17.5,13.2,11.7,54.4,57.7,20.9,97.7,10.6,1242
Wade Baldwin IV,MEM,90.3,107.1,-16.8,26.2,1.56,26.2,2.5,8.5,5.4,16.7,32.6,40.4,18.6,97.37,5.1,821
Derrick Jones Jr.,PHX,108.5,104.3,4.2,3,0.92,7.3,6.8,6.8,6.8,7.9,57.4,60.4,11.7,102.31,6,1155
Maurice Ndour,NYK,103.4,102.7,0.8,3.7,0.67,6.8,6.4,13.1,9.6,10.3,45.9,50.3,14.2,97.68,6.9,671
Joel Embiid,PHI,102.8,98.7,4.1,17.4,0.56,9.1,8,21.8,15.2,16.2,50.8,58.4,35.6,100.3,17.4,1642
Sheldon Mac,WAS,94.6,105.3,-10.8,7.8,3,14,1.3,10.3,5.7,4.7,44.7,51.8,13.8,97.92,7.7,589
Troy Williams,HOU,101.1,107.3,-6.3,7.2,0.78,10.5,2.6,9.3,6,13.4,49.1,51.1,16.9,97.49,5.5,1128
Treveon Graham,CHA,93.6,104.3,-10.6,5.8,2,10.7,2.5,8.8,5.6,5.4,58.8,61.2,11.9,95.67,6.5,377
Chasson Randle,NYK,107.2,106.4,0.8,17.3,1.79,20.1,2,8.6,5.3,11.2,49,58.6,19.3,99.52,8.4,613
Georges Niang,IND,102.6,100,2.6,7.4,1,10.6,1.9,16,8.4,10.6,26.4,28.5,18.4,101.45,2,195
AJ Hammons,DAL,101.2,101.5,-0.3,3.8,0.4,6.1,4.5,17.2,10.6,15.2,46.4,47.2,16.5,96.75,4.3,327
Georgios Papagiannis,SAC,103.9,108.9,-5,8.5,0.83,13.2,7.8,16.9,12.7,15.8,54.9,57.3,16.5,97.75,8.2,726
Malachi Richardson,SAC,99,103.2,-4.2,9.2,1.38,11.6,1.5,9.9,5.8,8.4,47.1,51.7,18.9,98.12,5.7,405
Malik Beasley,DEN,109.9,94.4,15.5,9.8,1.38,11.3,3.2,6.4,5,8.2,51.4,53.6,21.6,105.09,8.6,362
Marshall Plumlee,NYK,108.4,105.6,2.8,8.2,0.83,16.7,12.4,16.3,14.3,20,53.3,52.1,12.1,98.72,6,344
David Nwaba,LAL,103.3,101.9,1.3,4.8,1.27,11.4,4.2,11.4,7.8,8.9,58.6,61.1,11.8,99.99,7.6,827
Daniel Ochefu,WAS,94.2,115.1,-21,7,1,8.8,6.5,25.8,15.4,8.8,44.4,43,17.7,98.05,4.5,154
Henry Ellenson,DET,99.7,101.7,-2,7.4,0.5,8,5,21.7,13.1,16.1,43.8,44.4,23.4,96.99,7.6,297
Stephen Zimmerman,ORL,93.1,110,-16.9,5.6,1.33,10,8.5,24.7,15.5,7.5,32.3,34.6,14.2,97.33,4.6,217
Nicolas Laprovittola,SAS,93.1,104.6,-11.5,30.1,1.47,28.9,0.6,5.1,2.9,19.6,53.2,57.9,17.9,96.03,6.3,346
Shawn Long,PHI,112.3,107.7,4.5,8.7,1,8.7,16.3,18.6,17.4,8.7,59.2,59.5,24.1,100.68,12.8,489
Cheick Diallo,NOP,99.8,111.9,-12.1,3.1,0.57,4.1,10.6,25.4,17.6,7.2,47.4,51,19.8,101.48,11.3,419
Jonathan Gibson,DAL,96.6,114.1,-17.5,21.5,1.24,16.7,0.4,10.7,5,13.5,44.7,49.2,24.9,98.4,6.2,474
Tim Quarterman,POR,94.6,94,0.6,23.4,1,21.2,4.8,10.8,8,21.2,53.4,51.1,22.4,100.15,8.1,167
Kyle Wiltjer,HOU,79.6,118.8,-39.2,6.9,0.4,9.1,8.7,13.6,11.1,22.7,42.9,43.7,17.7,111.57,3.3,103
Quinn Cook,NOP,106.3,117.6,-11.3,19.8,2,24.3,0.6,3.7,2.1,12.1,58.3,57.9,19.2,97.56,6.8,382
Wayne Selden,MEM,98.3,106.9,-8.6,9,1.08,14,0.4,6,3.4,12.9,49.1,52.5,15.9,94.37,4.4,463
Joel Bolomboy,UTA,100.9,91.7,9.2,6.5,1,8.7,7.7,22,15.3,8.7,59.4,59,17.2,99.59,15.4,110
Damian Jones,GSW,89.1,106.4,-17.2,0,0,0,10.1,19.2,14.2,22.2,50,46.6,13.5,98.16,1.6,175
Jarrod Uthoff,DAL,95.1,122.1,-27,14.1,3,17,5.9,13.2,9.1,5.7,46.1,48.7,16.9,94.33,8.1,225
Michael Gbinije,DET,101.6,103.1,-1.5,8.7,0,15.4,0,3.3,0,0,10,18.4,15.1,97.37,-2.7,63
Pierre Jackson,DAL,117.3,85.5,31.8,32.2,6.33,30.2,1.1,9.8,5.1,4.8,37.2,41.6,22.2,98.39,10.4,173
Diamond Stone,LAC,54.9,107.8,-52.9,0,0,0,0,0,0,11.8,23.1,33.9,30.9,100.93,-1.4,51
Alex Poythress,PHI,105.8,115.9,-10,5.2,1.67,7.6,6.5,12.2,9.2,4.5,51.9,54.8,16.2,99.93,8,325
Gary Payton II,MIL,87.5,115.3,-27.8,22.4,1.3,27.7,0,12.2,6.3,21.3,38.6,41.3,15.7,97.23,4.1,200
Chinanu Onuaku,HOU,95.6,136.6,-41,8.6,0.75,18.8,4.2,16.3,10.3,25,71.4,79.9,10.5,104.65,7.2,113
Demetrius Jackson,BOS,105.6,108.8,-3.3,30,0,30,0,0,0,0,87.5,75.3,15.9,98.75,19.4,36
Marcus Georges-Hunt,ORL,89,115.2,-26.2,13,1.5,17.6,0,15.1,0,11.8,35.7,61.4,12.2,100.51,8,100
Patricio Garino,ORL,94.3,112.9,-18.7,0,0,0,2.2,0,0,30,0,0,10,95.74,-4.9,87
Isaiah Taylor,HOU,103.5,121.2,-17.7,7,0,27.3,1.9,3.7,2.8,0,14.3,19,6.4,104.77,-1.3,114
Ben Bentil,DAL,79.2,134.8,-55.6,0,0,0,0,0,0,25,0,0,16,114.32,-6.1,24
Brice Johnson,LAC,110,75,35,16.7,1,11.1,0,0,0,11.1,28.6,28.6,34.8,104.16,10.8,20
Mike Tobey,CHA,65.3,98,-32.7,9.1,1,16.7,0,0,0,16.7,25,25,9.8,94.35,-1.6,49
Danuel House Jr.,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,87.1,0,1
Dillon Brooks,MEM,102.4,107.4,-5,9.2,1.09,12.3,2.1,9.2,5.6,11.3,50.1,53.1,18.4,95.9,6.3,4690
Ben Simmons,PHI,109.5,102.9,6.6,36.2,2.38,31.6,5.3,17.1,11.5,13.3,54.5,55.7,21.9,101.77,15.4,5793
Jayson Tatum,BOS,107.7,100.8,6.9,8.1,1.12,10.7,2.1,13.8,8.1,9.6,53.8,58.6,19.2,97.42,10.8,4959
Donovan Mitchell,UTA,108.3,101.5,6.8,18.9,1.35,14.6,2,9.3,5.7,10.8,50.6,54.1,28.3,97.65,10.9,5364
Bogdan Bogdanovi?,SAC,102.6,111.2,-8.6,18.3,2.06,21.5,1.4,9.4,5.3,10.4,52.9,55.6,19.2,96.77,8.7,4393
Frank Ntilikina,NYK,102.4,104.6,-2.2,21,1.91,27.4,2.1,7.9,5,14.4,41.4,43.7,16.6,98.82,4.8,3501
Josh Jackson,PHX,98.6,110.3,-11.7,10.5,0.82,9,4.4,12.3,8.3,11,44.8,48,25.3,103.23,7.2,4195
Kyle Kuzma,LAL,105.3,107.5,-2.2,9.1,1.01,10,3.5,15.4,9.5,10,52.7,54.9,21.9,101.81,10.4,5088
John Collins,ATL,101,107.3,-6.2,9,0.93,11.9,9.4,20.1,14.7,12.7,59.1,62,17.4,99.88,11.9,3719
OG Anunoby,TOR,113,103,10,4.9,1.22,11.7,3,9,6.1,9.5,57.7,58.7,12.1,99.62,5.6,3068
De'Aaron Fox,SAC,101.6,111.8,-10.2,24,1.85,23.3,1.6,8.7,5,12.6,44.1,47.8,22.7,98.06,7.4,4142
Luke Kennard,DET,107.1,103.2,3.9,12.7,1.8,18,1.4,10.4,5.9,10,53,56,16.9,97.18,8.6,2964
Semi Ojeleye,BOS,97.1,103.6,-6.5,2.6,0.8,8,3.1,10.6,6.8,10,45.2,47.3,8.8,98.38,3.2,2343
Sindarius Thornwell,LAC,103,105.4,-2.4,8.1,1.28,17.3,2.8,8.6,5.8,13.5,47.9,51.9,11.8,101.64,4.5,2427
Jarrett Allen,BKN,104.1,108.2,-4.1,5.5,0.6,8.2,9.6,15.7,12.7,13.8,59.6,63.6,16.2,100.01,10.8,2993
Maxi Kleber,DAL,101.8,105.3,-3.6,6.6,1.7,12.3,5.5,13.7,9.5,7.2,55.3,57.6,13.5,97.78,8,2436
Bam Adebayo,MIA,101.9,102.6,-0.6,11.5,1.53,17.2,8.6,19.4,14,11.3,51.2,57,15.7,96.29,11.1,2738
Dennis Smith Jr.,DAL,102.4,110.1,-7.6,30.1,1.85,21.6,2.3,10.6,6.3,11.7,44.6,47.3,28,98.16,8.7,4188
Royce O'Neale,UTA,106.3,97.6,8.7,12.2,1.73,20.3,2.2,17.5,10.1,11.8,49.6,54,14,98.08,9.2,2344
Justin Jackson,SAC,101.2,108.8,-7.6,7.1,1.85,13.6,1.8,10.9,6.2,7.3,51,52.1,13.9,97.42,6.4,3054
Lauri Markkanen,CHI,101.5,110.5,-9,6.4,0.95,7.3,3.7,21.7,12.3,7.6,51.8,55.2,21.5,99.49,11.4,4183
Zach Collins,POR,107.6,106.3,1.3,7,0.9,12.5,4.4,16.3,10.5,13.9,45.8,47.5,15.3,96.46,5.2,2096
Brandon Paul,SAS,98.8,98.5,0.3,9.6,1.28,17.5,1.1,10.9,6,13.7,49.2,50.4,13.1,100.57,5.1,1200
Daniel Theis,BOS,103.1,101.9,1.2,9.9,1,14.7,9.2,18.9,14.1,14.7,57.9,61.6,15,98.06,10.5,1901
Josh Hart,LAL,106.4,108.3,-1.9,7.6,1.7,14.7,2.8,14.3,8.6,8.6,57.3,59.6,13.3,100.37,8.8,3047
Malik Monk,CHA,100.8,112.6,-11.8,17.8,1.86,15.6,0.8,6.9,3.7,8.4,45.8,47.7,24.1,101.57,6.3,1816
Wes Iwundu,ORL,100.3,104.9,-4.6,8.4,1.9,17.5,3.3,10,6.5,9.2,44.7,48,11.4,97.62,5.3,2070
Cedi Osman,CLE,111.8,107.9,3.9,8.4,1.28,14.7,2.8,14.9,8.9,11.5,57,57.7,15.1,100.14,6.7,1394
Terrance Ferguson,OKC,104.9,109.4,-4.5,3.5,1.73,9.3,2.3,3.8,3,5.4,53.3,54.5,10.4,97.5,2.8,1543
Jordan Bell,GSW,113.2,104.3,8.9,16.6,2,28.6,8.2,16.2,12.6,14.3,62.7,64.1,13.4,101.77,11.1,1718
Tyler Dorsey,ATL,101.5,108.7,-7.1,12.8,2.14,15.1,1.6,11.2,6.4,7.1,47.1,49.4,19.3,100.73,7,2043
